text,label
..RETAIL FASHION ASSOCIATE-EICHITOO GENTING SKY AVENUE,sales assistant
SALES  & MARKETING - KENINGAU,sales assistant
Sales Assitant,sales assistant
Outbound Sales Representative,sales assistant
RETAIL FASHION ASSOCIATE-SUNWAY VELOCITY EICHITOO FEMALE,sales assistant
Sales assistance,sales assistant
Bakery Sales Assistant,sales assistant
Sales and Marketing - Full Time & Part Time,sales assistant
Sales Executive / Sales Assistant,sales assistant
FLORIST ASSISTANT,sales assistant
Retail Associate (Part Time),sales assistant
Sales Advisor (Cantonese / Mandarin Speaker),sales assistant
"Sales Consultant - Quayside Mall, Kota Kemuning",sales assistant
ASSISTANT SALES MANAGER,sales assistant
SALE & MARKETING - SECURITY SYSTEM,sales assistant
OFFICE SALES SUPPORT ,sales assistant
Coffee Sales Assistant,sales assistant
Sales Representative,sales assistant
Contract Beauty Supervisor - Berjaya Times Square,sales assistant
Retail Sales - One Utama,sales assistant
"Sales, Marketing & Administration",sales assistant
RETAIL SALE PERSONNEL,sales assistant
 Client Engagement Executive and Representative,sales assistant
Retail/Beauty Expert (Min SPM / Various Locations),sales assistant
Pembantu showroom / Showroom retail assistant - PJS,sales assistant
SALES JUNIOR EXECUTIVE,sales assistant
Online Sales Consultant,sales assistant
PROMOTER @ PLAZA SHAH ALAM,sales assistant
Sales Assistant / Executive,sales assistant
RETAIL TRAINEE,sales assistant
Urgent Sales Admin (Cheras),sales assistant
Sale assistant,sales assistant
SME Sales Consultant,sales assistant
Sales & Marketing Clek,sales assistant
Female Sales Assistant,sales assistant
E-commerce,sales assistant
Admin Sales & Marketing,sales assistant
SALES ASSISTANT/EXECUTIVE,sales assistant
Assistant Sales & Marketing,sales assistant
sales services,sales assistant
PROMOTER @ MAHKOTA PARADE,sales assistant
Tele-sales Executive,sales assistant
NEW PROJECT SALES EXECUTIVE,sales assistant
salesman,sales assistant
Retail Assistant @ The Main Place Mall,sales assistant
Retail Assistant @ Aeon Bukit Tinggi,sales assistant
Clerk-Admin Concept Store,sales assistant
INDOOR SALES ASSISTANT,sales assistant
Senior Executive,sales assistant
Showroom Assistant,sales assistant
Assistant Branch Manager(Melaka),sales assistant
SALES ADVISOR - SETAPAK,sales assistant
PHARMACY SALES ASSISTANT,sales assistant
Retail Promoter ,sales assistant
SALES ASSISTANT (TUDAN OUTLET),sales assistant
Sales Operator,sales assistant
INDOOR SALES ASSISTANT (Sitiawan),sales assistant
SALES ASSISTANT (BOUTIQUE ASSISTANT @ SOCIAL MEDIA),sales assistant
Sales Assistant / Pharmacist Assistant (TTDI),sales assistant
General Staff Komai-so Shop AEON Metro Prima,sales assistant
Logistics Sales Assistant,sales assistant
Retail Assistant @ KL Gateway Mall,sales assistant
Online Sales Administration,sales assistant
Retail Assistant @ Toppen Shopping Centre,sales assistant
Sales Assistant (Hardline),sales assistant
Boutique Assistant ,sales assistant
Sales  Assistant Manager,sales assistant
INDOOR SALESPERSON,sales assistant
Retail Admin,sales assistant
juruwang,sales assistant
Counter Sales Personnel,sales assistant
Motorcycles Sales Assistance,sales assistant
Store,sales assistant
"SALE SUPPORT EXECUTIVE,FREIGHT FORWARDING",sales assistant
Executive Assistant to Director,executive assistant
EXECUTIVE (ENVIRONMENT & REGULATORY),executive assistant
SECRETARY CUM ASSISTANT,executive assistant
Senior Executive - Admission & Records,executive assistant
Contract Executive - Legal,executive assistant
Executive - Project/ Accounts,executive assistant
Assistant Factory Manager,executive assistant
EXECUTIVE - M&E,executive assistant
Food & Beverage Operations Executive,executive assistant
Administrative and Accounts Executive,executive assistant
Senior Admin,executive assistant
Assistant Administration,executive assistant
STUDENT AFFAIR ,executive assistant
Order Admin,executive assistant
"EXECUTIVE, PRODUCT MANAGEMENT",executive assistant
Japanese Speaking Consultant cum Assistant,executive assistant
OPERATIONS TOTAL LOGISTICS,executive assistant
Personal Assistant to Managing Director,executive assistant
Personal Assistant ,executive assistant
Admin cum Halal Coordinator,executive assistant
R&D EXEC,executive assistant
Senior Secretarial Executive,executive assistant
EDMS Support,executive assistant
Executive Director's Office,executive assistant
Bonus & Distributorship Executive,executive assistant
GENERAL CLECK,executive assistant
Entrepreneur in Residence ,executive assistant
Personal Assistant & Chauffer,executive assistant
Technical Support Executive (Thai & English),executive assistant
Junior Executive (Customer Service),executive assistant
Executive assistant,executive assistant
Business/Agent Recruitment,executive assistant
COMPLIANCE EXECUTIVE,executive assistant
Project Management with GM office - MBA Candidate,executive assistant
Personal Assistant to Ceo,executive assistant
Wealth Planner ,executive assistant
COMPANY SECRETARY &  SECRETARIAL ASSISTANT,executive assistant
"Assistant (Beluran, Sabah)",executive assistant
PRODUCT SALES EXECUTIVE,executive assistant
EXECUTIVE PERSONAL ASSISTANT,executive assistant
"Senior Executive, HRBP",executive assistant
Personal Assistant and Admin Support ,executive assistant
Senior Executive Manager,executive assistant
"SENIOR EXECUTIVE , COMPENSATION & BENEFIT",executive assistant
The Complete Banker (Digital Track),executive assistant
Wealth Planner,executive assistant
Director Personal Assistant (Part Time) ,executive assistant
Executive - Exam Unit,executive assistant
CEO PERSONAL ASSISTANT ,executive assistant
Service and Support Executive,executive assistant
SECRETARY CUM ACCOUNT OFFICER,executive assistant
ASSOCIATE DIRECTOR,executive assistant
SAFETY & HEALTH EXECUTIVE,executive assistant
OFFICE EXECUTIVE ,executive assistant
Marketing & Communications Junior Executive,executive assistant
Assitant Production Executive,executive assistant
Executive ,executive assistant
Executive Assistant ,executive assistant
"Assistant Manager, DEAS",executive assistant
STORE EXECUTIVE,executive assistant
Order Executive,executive assistant
Planning Executive,executive assistant
Personal Assistant (Clerk),executive assistant
Printing Executive,executive assistant
Associates,executive assistant
PROTEGE TRAINEE,executive assistant
Company Secretary Associate,executive assistant
ACADEMY ASSISTANT MANAGER ,executive assistant
Senior Executive IT,executive assistant
ASSISTANT MANAGER ( PRODUCTION CONTROL ),executive assistant
MSPO EXECUTIVE,executive assistant
Personal Assistant cum Admin Executive,executive assistant
Executive Operation,executive assistant
"SENIOR EXECUTIVE, CREDIT MANAGEMENT",executive assistant
Operation Excecutive,executive assistant
Personal Chauffer & Assistant,executive assistant
Junior Environmental Engineer ,executive assistant
Property Operations Executive ,executive assistant
Secretary / Admin Assistant ,executive assistant
The Complete Banker (Leadership Track),executive assistant
Principal Personal Assistant,executive assistant
PA to CEO,executive assistant
Admin Executive(Contract),executive assistant
Junior Executive - Sales & Marketing,executive assistant
"Senior Management Executive, Group & Stakeholder Reporting",executive assistant
Lawyer's Assistant cum Secretary ,executive assistant
CEO Personal Assistant,executive assistant
Operation and Admin Executive,executive assistant
"Assistant Manager, Department of Student Affairs",executive assistant
Production executive,executive assistant
Assistant Project Manager *Electrical based*,executive assistant
EXECUTIVE MANAGER (PENJANA KERJAYA),executive assistant
ADMIN EXEC./TRAINEE CUM PERSONAL ASSISTANT ,executive assistant
CEO Secretary ,executive assistant
Personal Assistant To Executive Chairman,executive assistant
Admin Executive cum PA,executive assistant
ADMINISTRATION EXECUTIVE (PENJANA KERJAYA),executive assistant
Project  Control Executive,executive assistant
"Assistant Manager, FMHS",executive assistant
office Junior Executive,executive assistant
Personal Assistant to Directors,executive assistant
Operation Senior Executive,executive assistant
Service and Management Executive,executive assistant
Personal Assistant (Chinese Only),executive assistant
Branch Executive,executive assistant
Ocean Executive,executive assistant
Online  Marketer,online marketer
Marketing Automation-Product Owner,online marketer
E-Commerce Officer,online marketer
Internship - Online Marketing / Business / Admin,online marketer
Marketing Expert (Native Vietnamese Speaker),online marketer
Internet Marketing Executive,online marketer
key Account Executive,online marketer
Domestic Sales Executive,online marketer
E-commerce Customer Service Executive,online marketer
SOCIAL MEDIA SUPPORT CUM LIVE STREAM ASSISTANT,online marketer
Digital Marketing and Business Development Exec,online marketer
SOCIAL MEDIA /DIGITAL SPECIALIST,online marketer
E-Marketing Manager ,online marketer
social media marketing,online marketer
"cashier,waiters and marketing ",online marketer
Incharges social media,online marketer
E-commerce Officer,online marketer
E-Commerce Executive,online marketer
SELLER SUPPORT EXECUTIVE,online marketer
Social Media Marketer (Mandarin Speaking),online marketer
Sosial Medial Cum Admin,online marketer
Social Media/Digital Marketing/E Commerce Executive,online marketer
WE ARE HIRING  MARKETING (JUNIOR EXECUTIVE),online marketer
Sales Executive-Social Media,online marketer
FRESH GRADUATE Online Influencer WORK FROM HOME,online marketer
Apprentice for Social Media Marketing - RM1000*,online marketer
Online Digital Marketing Manager,online marketer
ONLINE SALES MARKETING,online marketer
Social Media Digital Facebook Marketer,online marketer
Social Media Executive,online marketer
ECOMMERCE JUNIOR ASSISTANT,online marketer
Marketing Expert (Native Oceania English Speaker),online marketer
Junior Digital Marketing Executive,online marketer
eCommerce Sales Executive,online marketer
Content Creator cum Social Media Management,online marketer
CENTRE PLANNING MARKETING UNIT,online marketer
Internship Marketing,online marketer
Learning & Development Executive,online marketer
JUNIOR DIGITAL MARKETER (FB ADS),online marketer
Marketing manager ,online marketer
Ecommerce marketing specialist,online marketer
Marketing Executive (Social Media Specialist),online marketer
E-Marketing Manager,online marketer
SOCIAL MEDIA STRATEGIST,online marketer
Digital Markerting,online marketer
MARKETING INTERNSHIP(6 MONTHS ),online marketer
Social Media & E-commerce Assistant,online marketer
E-COMMERCE CUM ADMIN AND SALES ASSISTANT,online marketer
Digital Marketing Assistant (E-Commerce),online marketer
DIGITAL MARKETING ,online marketer
Operation cum Sales Executive,online marketer
Digital Marketing Cum Designer,online marketer
Marketing Specialist Export For Arabic Countries,online marketer
Community Management Executive ,online marketer
Marketing Executive (Junior/Senior),online marketer
DIGITAL MARKETING  ASSISTANT,online marketer
"Digital Marketer, Writer And Content Creator ",online marketer
Online Sales & Support,online marketer
INTERN IN MARKETING/ SOCIAL MEDIA MARKETING,online marketer
MARKETING (Internship),online marketer
Digital Marketing and Content Specialist,online marketer
Marketing and Graphic Design Executive,online marketer
E-COMMERCE EXECUTIVE ,online marketer
SOCIAL MEDIA COORDINATOR,online marketer
Marketing - content creation,online marketer
Story Teller ( Social Media ),online marketer
Digital Consultant ( Australia Market),online marketer
Senior E-Commerce Executive,online marketer
E-MARKETING EXECUTIVE,online marketer
online marketer,online marketer
Global E-Commerce Senior Associates,online marketer
Digital Marketing &  Social Media Executive,online marketer
Social Media & eCommerce Marketing Executive,online marketer
Junior Digital Marketer,online marketer
Advertising and Marketing Executive,online marketer
Online Sales Assistant ,online marketer
Intern ( E-Commerce Assistant),online marketer
Marketing Operations,online marketer
Internship for Social Media Marketer,online marketer
Social Media Marketing Coordinator,online marketer
Email Marketing Specialist,online marketer
Online Admin,online marketer
Influencer Campaign Specialist,online marketer
Performance Marketing Specialists,online marketer
Senior Digital Marketing Executive,online marketer
E-COMMERCE EXECUTIVE,online marketer
SOCIAL MEDIA CONTENT CREATOR & MARKETER,online marketer
Online Marketer ( Wellness ),online marketer
Digital Marketing Coordinator,online marketer
Project Marketing,online marketer
Marketing Department-Marketing Executive,online marketer
PART TIME / FULL TIME VIDEOGRAPHER CUM SOCIAL MEDIA COORDINA,online marketer
E-Business Executive ,online marketer
 E-Commerce & Digital Marketing Executive,online marketer
DIGITAL MARKETING FOR STUDENT RECRUITMENT,online marketer
DIGITAL MARKETER,online marketer
Customer Operations Specialist (GP & Loyalty) - 9 Months ,online marketer
Digital marketer,online marketer
Digital Marketer cum E-commerce Executive,online marketer
Marketing Junior Executive,online marketer
Online Media team,online marketer
Social Media Specialist ,online marketer
Digital Marketer Agents,online marketer
Facebook Digital Marketing Sales Executive,online marketer
"Marketing and Branding Executive (Seksyen 25, Shah Alam) ",online marketer
MARKETING OFFICER (e-Commerce)-home based,online marketer
Social Media / Web Designer Digital Marketer,online marketer
Student Recruitment,online marketer
ONLINE MARKETER ,online marketer
DIGITAL MARKETER PAID ADS,online marketer
E -COMMERCE ASSISTANT,online marketer
Copywriter cum Social Media Executive,online marketer
Online Sales cum Admin,online marketer
Digital Sale & Marketing Executive,online marketer
Digital Transformation / IT Support,online marketer
Marketing cum Admin Executive ,online marketer
E-Commerce Marketing Executive,online marketer
DIGITAL MARKETING EXECUTIVE ( based in Port Dickson),online marketer
Online sales assistant,online marketer
SOCIAL MEDIA MARKETING - INTERN,online marketer
Marketing Operations Associates,online marketer
Digital Marketing Manager ( MRT ),online marketer
Online Marketing Coordinator,online marketer
TIKTOK CONTENT CREATOR,online marketer
Digital Marketing and Content writting ,online marketer
Online Sales Promoter,online marketer
DIGITAL MARKETING,online marketer
Digital Marketing Clerk,online marketer
Online Sales and Marketing Executive,online marketer
GRPAHIC DESIGNER,online marketer
Social Media Marketing Assistant Cum Admin ,online marketer
E commerce Assistant (shopee),online marketer
